cell_id,latitude,longitude,geology_class,lithology,host_rock,metallogenesis,morphogenesis,fault_distance_km,lineament_distance_km,contact_distance_km,elevation_m,slope_deg,aspect_deg,ndvi,bsi,swir1,swir2,mn_occurrence,synthetic_demo
GRID_1147,21.777812,80.453485,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.46,2.087,0.507,484.07,5.96,148.9,0.2012,0.1439,0.1537,0.2845,0,1
GRID_1148,21.659684,80.133048,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.334,6.432,0.384,267.61,7.39,109.52,0.2625,0.2711,0.0889,0.0421,0,1
GRID_1149,21.822994,80.302342,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.169,8.0,0.613,342.0,4.4,315.7,0.4685,0.5444,0.3019,0.04,0,1
GRID_1150,21.8372,79.836084,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.782,2.922,0.813,300.55,12.86,197.2,0.3068,0.3231,0.272,0.1741,1,1
GRID_1151,21.702109,80.082346,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.196,5.352,3.653,380.87,7.25,208.53,0.4358,0.1296,0.2237,0.1523,1,1
GRID_1152,21.811461,79.547737,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.907,1.923,2.852,518.21,5.87,238.21,0.4626,-0.0673,0.2219,0.1962,1,1
GRID_1153,21.692851,80.187645,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.401,0.761,1.109,497.85,11.08,108.08,0.2729,0.2802,0.17,0.205,1,1
GRID_1154,21.67812,79.798642,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.56,2.864,1.417,387.04,16.65,155.8,0.5254,-0.1033,0.2747,0.2712,0,1
GRID_1155,21.62582,79.819564,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.394,1.599,0.912,517.46,6.38,266.98,0.1255,0.0694,0.1979,0.1655,0,1
GRID_1156,21.739809,80.109051,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.586,4.216,0.685,486.39,7.02,354.78,0.3785,0.0764,0.2216,0.207,0,1
GRID_1157,21.234814,80.510793,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,5.313,0.926,2.318,538.39,5.05,12.35,0.1848,0.1631,0.1623,0.1011,0,1
GRID_1158,21.84874,79.289609,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,6.608,1.869,0.348,422.47,10.65,15.35,0.3784,0.2185,0.1745,0.3279,0,1
GRID_1159,21.841067,80.354641,Granite,Granite,Granite,Other,Mixed Terrain,10.0,1.723,2.199,475.82,11.82,154.11,0.583,0.0592,0.3052,0.2464,0,1
GRID_1160,21.12486,79.609336,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.859,3.119,1.032,700.0,7.81,237.46,0.3113,0.3274,0.3179,0.233,1,1
GRID_1161,21.801944,79.821487,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.211,1.342,0.646,403.69,6.25,139.09,0.1062,0.3786,0.1534,0.1316,1,1
GRID_1162,21.209539,79.230679,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.367,2.551,0.292,424.48,10.14,359.87,0.3925,0.1461,0.2816,0.2617,1,1
GRID_1163,21.384851,79.621465,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.148,1.524,0.878,416.49,10.96,70.33,0.2971,0.3301,0.1882,0.2408,1,1
GRID_1164,21.731982,79.903684,Granite,Granite,Granite,Other,Mixed Terrain,0.737,1.631,0.856,422.31,14.22,2.85,0.4303,0.0834,0.2051,0.2184,0,1
GRID_1165,21.236646,79.278647,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.264,2.578,1.675,477.44,5.67,68.45,0.3923,0.0349,0.3241,0.1739,1,1
GRID_1166,21.795272,79.887534,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,6.548,0.687,1.683,434.94,11.41,319.26,0.4581,0.3313,0.22,0.1169,1,1
GRID_1167,21.807314,80.497955,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.114,1.167,0.486,313.99,8.42,52.25,0.6176,0.2173,0.2194,0.1766,0,1
GRID_1168,21.531348,79.347551,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.697,1.332,1.122,431.53,1.06,172.43,0.3697,0.2349,0.1251,0.1328,1,1
GRID_1169,21.105428,80.270217,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.732,2.129,3.166,385.26,14.09,150.94,0.4438,0.4377,0.2163,0.203,0,1
GRID_1170,21.343982,79.773539,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.169,0.617,0.903,283.08,9.19,239.66,0.3783,0.2733,0.1962,0.1139,0,1
GRID_1171,21.624388,80.117243,Granite,Granite,Granite,Other,Mixed Terrain,2.069,0.469,0.405,527.33,10.43,19.65,0.5916,0.5163,0.2721,0.1369,0,1
GRID_1172,21.934008,79.564331,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.295,0.498,5.159,384.79,11.79,237.15,0.4551,0.193,0.202,0.055,0,1
GRID_1173,21.637041,79.423289,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.91,6.85,0.457,462.59,10.38,127.71,0.5131,0.3916,0.3257,0.2119,1,1
GRID_1174,21.320833,79.424648,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.332,3.964,2.526,250.0,4.13,333.37,0.5516,0.1728,0.2677,0.206,0,1
GRID_1175,21.638905,79.298689,Granite,Granite,Granite,Other,Mixed Terrain,0.797,3.97,1.765,472.41,10.7,305.6,0.1189,0.0185,0.2538,0.1496,0,1
GRID_1176,21.558988,79.459905,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.529,4.166,0.916,403.36,9.99,143.82,0.5559,0.2965,0.2892,0.04,0,1
GRID_1177,21.762869,80.129907,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.76,0.909,0.411,297.84,1.32,357.44,0.4909,0.1748,0.254,0.0787,0,1
GRID_1178,21.190934,80.434367,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.992,5.091,1.542,383.09,14.66,18.7,0.3221,0.4704,0.2909,0.186,1,1
GRID_1179,21.746874,80.339776,Granite,Granite,Granite,Other,Mixed Terrain,6.831,0.409,1.575,371.66,6.49,283.91,0.6361,0.2589,0.2297,0.24,0,1
GRID_1180,21.560077,80.159188,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.021,1.541,1.898,493.81,11.98,156.18,0.5879,0.3132,0.2338,0.1205,1,1
GRID_1181,21.918543,79.354605,Granite,Granite,Granite,Other,Mixed Terrain,2.202,0.877,0.915,437.69,6.66,155.99,0.3996,-0.0396,0.1837,0.2526,1,1
GRID_1182,21.390591,79.604862,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.701,5.959,0.432,300.59,5.87,61.25,0.0988,0.2815,0.19,0.2808,1,1
GRID_1183,21.637729,79.63373,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.484,2.623,2.333,467.27,7.68,185.36,0.4208,0.1701,0.331,0.2073,1,1
GRID_1184,21.892224,79.54994,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.832,2.42,0.684,253.99,16.49,30.5,0.2702,0.0713,0.2727,0.2426,1,1
GRID_1185,21.187133,79.921008,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,5.681,0.86,0.601,334.37,16.05,221.97,0.0788,0.3766,0.1323,0.1124,0,1
GRID_1186,21.896644,79.949775,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.242,1.058,1.971,431.25,5.86,86.97,0.5231,-0.001,0.314,0.0731,1,1
GRID_1187,21.684703,79.69964,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.784,0.886,0.948,376.93,12.99,260.95,0.6743,0.2297,0.2488,0.2917,1,1
GRID_1188,21.157662,79.695305,Granite,Granite,Granite,Other,Mixed Terrain,0.911,1.905,1.452,531.3,8.09,218.65,0.415,0.094,0.1845,0.1206,0,1
GRID_1189,21.355819,80.359978,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.516,1.274,1.701,444.39,16.07,268.71,0.4715,0.2183,0.365,0.2491,1,1
GRID_1190,21.701946,80.30501,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.196,1.842,3.047,483.21,12.61,269.91,0.6448,0.1408,0.3281,0.2052,1,1
GRID_1191,21.157248,79.630914,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,7.318,3.406,1.201,486.67,9.12,70.82,0.4585,0.1547,0.2929,0.2856,0,1
GRID_1192,21.594845,80.479304,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,3.135,3.345,2.292,392.33,8.33,0.24,0.3325,0.1881,0.2511,0.2265,0,1
GRID_1193,21.394001,80.533941,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,3.461,2.908,0.962,339.44,10.43,131.67,0.0734,0.0457,0.2638,0.1096,0,1
GRID_1194,21.627778,79.65744,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.435,3.404,2.895,425.75,9.93,330.86,0.5604,0.3238,0.0883,0.1592,1,1
GRID_1195,21.138881,79.696195,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,8.343,3.843,3.773,503.71,3.59,208.04,0.4969,0.2732,0.2924,0.2221,0,1
GRID_1196,21.840806,79.907888,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.08,5.733,6.0,410.21,8.83,261.9,0.5784,0.0417,0.2527,0.1471,0,1
GRID_1197,21.927466,80.517569,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.265,5.554,1.235,480.23,5.39,316.65,0.0384,0.3776,0.257,0.2428,1,1
GRID_1198,21.923546,80.426847,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,6.34,2.999,2.351,427.68,5.88,326.18,0.7623,0.2865,0.2555,0.1858,0,1
GRID_1199,21.737204,79.343595,Granite,Granite,Granite,Other,Mixed Terrain,1.535,5.633,1.634,297.98,12.46,190.45,0.3035,0.1943,0.2072,0.244,0,1
GRID_1200,21.210573,79.749823,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.572,1.237,1.146,305.21,8.81,194.74,0.6048,-0.019,0.1735,0.2477,1,1
GRID_1201,21.744524,79.97472,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.741,8.0,0.647,562.81,6.18,306.34,0.126,0.0897,0.2465,0.1986,1,1
GRID_1202,21.120899,79.904385,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,5.432,7.472,0.733,330.76,3.15,290.69,0.306,-0.0842,0.1467,0.1719,0,1
GRID_1203,21.118805,79.471408,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.543,0.916,1.013,375.8,4.9,251.59,0.3429,0.2052,0.2597,0.1479,0,1
GRID_1204,21.375069,80.402343,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.856,0.921,2.517,507.99,7.76,217.61,0.2665,0.2985,0.168,0.1113,0,1
GRID_1205,21.515347,80.147717,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.784,0.296,0.502,328.63,14.74,222.2,0.2984,0.0787,0.3076,0.2832,1,1
GRID_1206,21.754846,80.373072,Granite,Granite,Granite,Other,Mixed Terrain,6.461,0.166,1.129,371.9,3.8,130.65,0.6892,0.1808,0.1402,0.1848,0,1
GRID_1207,21.680801,80.40227,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.769,0.373,1.109,412.01,9.18,302.73,0.3757,0.319,0.2369,0.1651,1,1
GRID_1208,21.479017,80.247698,Granite,Granite,Granite,Other,Mixed Terrain,1.696,4.716,0.812,400.9,9.63,222.4,0.7706,0.0927,0.2452,0.166,0,1
GRID_1209,21.332583,79.814895,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.855,3.926,0.509,347.51,12.89,80.47,0.5989,0.2581,0.3254,0.1768,0,1
GRID_1210,21.947556,80.054765,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.451,2.754,1.135,413.55,8.5,86.34,0.1093,0.4746,0.2579,0.1506,1,1
GRID_1211,21.462254,79.424512,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.824,0.22,0.041,487.72,9.63,310.18,0.3752,0.2831,0.1831,0.1457,1,1
GRID_1212,21.483679,80.143104,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.513,0.5,3.239,419.55,12.73,225.25,0.3682,0.0356,0.1776,0.0981,1,1
GRID_1213,21.23908,79.450955,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.671,7.931,0.163,374.03,4.89,143.53,0.2785,0.1765,0.3413,0.1828,1,1
GRID_1214,21.775588,80.171529,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.817,1.576,0.349,510.42,11.16,67.36,0.6252,0.2814,0.2374,0.2584,0,1
GRID_1215,21.68963,79.521437,Granite,Granite,Granite,Other,Mixed Terrain,2.701,2.107,2.312,575.05,2.42,219.68,0.5679,0.25,0.2264,0.1366,0,1
GRID_1216,21.287654,79.364572,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.978,3.516,0.793,511.19,8.26,66.35,0.7751,0.0298,0.1914,0.2131,0,1
GRID_1217,21.170024,79.431398,Granite,Granite,Granite,Other,Mixed Terrain,5.934,2.006,1.438,334.52,7.05,169.26,0.3566,0.2414,0.1551,0.2145,1,1
GRID_1218,21.678424,79.202789,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.307,0.382,2.59,336.78,5.11,243.9,0.5001,0.1503,0.373,0.2041,0,1
GRID_1219,21.656335,80.206235,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.501,1.398,0.398,467.14,11.89,203.55,0.3736,0.1163,0.2444,0.2925,1,1
GRID_1220,21.332271,80.225361,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.749,2.287,0.332,444.54,12.11,331.96,0.3663,0.2574,0.1629,0.2161,1,1
GRID_1221,21.908234,79.920907,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,7.08,3.663,1.124,325.89,12.28,14.3,0.5598,0.4269,0.292,0.184,1,1
GRID_1222,21.228399,79.425908,Granite,Granite,Granite,Other,Mixed Terrain,3.77,0.589,0.831,454.35,9.52,100.73,0.7822,0.0756,0.2818,0.2001,0,1
GRID_1223,21.467485,79.316976,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.182,0.636,0.443,438.4,3.07,20.55,0.5875,0.2434,0.1526,0.2308,1,1
GRID_1224,21.902074,79.226781,Granite,Granite,Granite,Other,Mixed Terrain,1.111,6.561,0.653,555.62,6.68,70.06,0.5704,0.1687,0.1991,0.2844,0,1
GRID_1225,21.456768,79.432047,Granite,Granite,Granite,Other,Mixed Terrain,5.431,0.809,0.133,392.98,12.02,44.63,0.4206,0.2654,0.2721,0.1656,1,1
GRID_1226,21.642747,80.447198,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,8.293,0.815,2.198,547.86,11.97,263.76,0.5656,0.195,0.2908,0.1908,1,1
GRID_1227,21.437955,79.538152,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.861,3.31,2.196,551.59,12.79,132.98,0.6185,0.0992,0.1867,0.3637,0,1
GRID_1228,21.333083,79.69598,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.725,0.246,0.764,372.79,9.26,333.02,0.2926,0.0937,0.1094,0.1771,1,1
GRID_1229,21.936381,79.347484,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.401,2.7,1.185,460.09,7.27,8.42,0.4367,0.2446,0.2572,0.1746,0,1
GRID_1230,21.447934,79.511306,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.981,2.188,1.511,412.03,0.2,235.05,0.3781,0.1982,0.3,0.1296,0,1
GRID_1231,21.859984,79.926914,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.757,0.311,1.371,408.54,11.45,349.4,0.3288,0.267,0.2359,0.185,0,1
GRID_1232,21.295461,80.050854,Granite,Granite,Granite,Other,Mixed Terrain,1.433,0.57,1.898,450.93,7.6,63.3,0.5873,-0.0435,0.2186,0.1755,1,1
GRID_1233,21.281139,79.543493,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.433,4.305,0.714,362.86,2.98,159.28,0.3923,0.333,0.3511,0.2036,0,1
GRID_1234,21.126464,79.280825,Granite,Granite,Granite,Other,Mixed Terrain,1.844,0.842,2.451,294.4,11.05,252.68,0.5059,0.3782,0.0992,0.1962,0,1
GRID_1235,21.653917,79.747446,Granite,Granite,Granite,Other,Mixed Terrain,4.082,0.663,2.31,384.78,13.68,227.93,0.5072,0.2013,0.2907,0.0616,0,1
GRID_1236,21.413247,79.527885,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.521,2.642,0.915,530.37,11.47,203.77,0.3869,0.2725,0.2948,0.1016,0,1
GRID_1237,21.834705,79.507375,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.241,0.814,1.246,412.72,10.7,117.63,0.1971,0.3167,0.186,0.1703,1,1
GRID_1238,21.502228,80.543808,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.427,1.587,2.774,428.02,11.73,262.15,0.3739,0.1547,0.0781,0.1545,0,1
GRID_1239,21.922964,80.062821,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.984,1.623,1.322,497.38,0.2,235.17,0.5145,0.2125,0.2931,0.1179,1,1
GRID_1240,21.257697,79.97963,Granite,Granite,Granite,Other,Mixed Terrain,1.306,1.964,1.256,294.24,14.88,58.61,0.4784,0.248,0.2625,0.0696,0,1
GRID_1241,21.83833,79.782085,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.635,3.534,0.848,467.32,4.83,347.07,0.1178,0.1067,0.3395,0.2775,1,1
GRID_1242,21.760107,79.800522,Granite,Granite,Granite,Other,Mixed Terrain,2.874,1.461,1.692,571.94,5.18,200.04,0.5598,0.1992,0.2005,0.2764,0,1
GRID_1243,21.755284,79.957267,Granite,Granite,Granite,Other,Mixed Terrain,2.59,0.341,0.701,437.78,6.12,189.17,0.3414,-0.1027,0.2522,0.2254,0,1
GRID_1244,21.818066,80.175002,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.05,2.03,2.506,266.55,6.57,305.37,0.5216,0.0925,0.1225,0.1449,0,1
GRID_1245,21.74687,80.183005,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.129,5.249,0.321,423.51,14.0,230.55,0.5604,0.3851,0.2906,0.2682,1,1
GRID_1246,21.632287,79.440371,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.428,1.244,1.514,481.87,10.18,26.81,0.5052,0.2341,0.1328,0.1369,0,1
GRID_1247,21.211558,79.900158,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.635,2.324,0.778,439.53,5.29,182.37,0.7311,0.0685,0.2374,0.2061,0,1
GRID_1248,21.127647,79.776741,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,3.121,1.037,0.603,453.16,5.89,281.01,0.5899,0.0073,0.1671,0.1326,1,1
GRID_1249,21.882721,80.418738,Granite,Granite,Granite,Other,Mixed Terrain,1.169,1.247,3.118,463.37,17.98,251.99,0.3574,0.5332,0.2637,0.1815,0,1
GRID_1250,21.624153,80.083986,Granite,Granite,Granite,Other,Mixed Terrain,2.769,0.434,2.339,350.76,9.41,349.48,0.3738,0.0818,0.2268,0.2092,0,1
GRID_1251,21.777057,79.945506,Granite,Granite,Granite,Other,Mixed Terrain,3.666,2.337,0.511,361.38,6.27,8.97,0.418,0.1103,0.224,0.0902,0,1
GRID_1252,21.509294,79.361552,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.45,1.065,1.631,398.58,1.51,94.04,0.3738,0.2639,0.2357,0.1547,1,1
GRID_1253,21.199712,80.047893,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.509,2.027,1.8,463.38,1.3,197.7,0.4891,0.0637,0.2422,0.1951,0,1
GRID_1254,21.206408,79.364085,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.543,1.297,0.222,328.93,3.53,223.02,0.2486,0.2327,0.3384,0.1047,1,1
GRID_1255,21.68273,79.672089,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.636,1.477,1.515,604.79,8.38,98.77,0.6512,0.184,0.273,0.1234,1,1
GRID_1256,21.46576,79.399979,Granite,Granite,Granite,Other,Mixed Terrain,1.174,2.311,2.228,250.0,12.44,297.65,0.4366,0.0158,0.1921,0.1951,1,1
GRID_1257,21.270446,80.168903,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.857,2.324,1.652,284.93,10.46,59.17,0.6465,0.187,0.1977,0.1479,1,1
GRID_1258,21.517855,79.488753,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.704,3.753,0.58,477.06,12.7,0.31,0.2406,0.2257,0.311,0.1062,0,1
GRID_1259,21.154578,79.748603,Granite,Granite,Granite,Other,Mixed Terrain,2.219,4.128,2.239,469.74,10.26,342.86,0.2412,0.032,0.165,0.1818,0,1
GRID_1260,21.594676,80.453945,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.422,1.441,1.025,423.85,3.1,140.96,0.6027,0.2529,0.2409,0.2061,0,1
GRID_1261,21.328644,79.486043,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.078,3.036,0.739,487.48,9.7,344.7,0.3264,0.2776,0.1218,0.3147,0,1
GRID_1262,21.777925,79.910927,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.593,0.841,0.799,478.25,9.87,100.06,0.2705,0.0368,0.2318,0.1851,1,1
GRID_1263,21.363808,79.78698,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.891,1.364,0.85,430.01,7.52,22.84,0.6163,0.248,0.1628,0.1807,0,1
GRID_1264,21.486937,79.225374,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.615,1.929,0.877,452.8,6.78,278.11,0.3001,0.2122,0.1945,0.1629,1,1
GRID_1265,21.109877,80.309861,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.454,0.64,3.417,250.0,7.41,300.9,0.427,0.1319,0.2532,0.2489,1,1
GRID_1266,21.16158,79.296664,Granite,Granite,Granite,Other,Mixed Terrain,6.71,1.78,2.757,418.68,1.81,177.15,0.3434,0.1437,0.2824,0.1996,0,1
GRID_1267,21.43362,79.863957,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.639,2.03,1.467,425.95,2.67,26.59,0.5512,0.2352,0.19,0.2301,1,1
GRID_1268,21.507948,79.98495,Granite,Granite,Granite,Other,Mixed Terrain,4.49,1.056,0.541,592.59,18.17,235.49,0.4663,0.0973,0.3186,0.1933,1,1
GRID_1269,21.610017,80.079797,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.294,3.044,2.148,359.82,2.99,65.57,0.5758,0.261,0.1571,0.2349,1,1
GRID_1270,21.347913,80.164084,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.595,1.419,0.48,426.95,0.93,305.78,0.2382,0.0677,0.2948,0.2027,1,1
GRID_1271,21.690735,79.554581,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.359,4.234,4.587,551.01,5.12,98.65,0.4686,0.0779,0.2108,0.0955,1,1
GRID_1272,21.831104,79.21397,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.9,5.036,2.811,477.61,9.84,305.17,0.4446,0.0,0.3069,0.1627,1,1
GRID_1273,21.762873,80.212821,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.442,1.196,1.888,432.14,10.24,153.69,0.3102,-0.0608,0.2107,0.1645,1,1
GRID_1274,21.133676,79.949919,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.652,1.317,1.302,511.8,3.9,214.74,0.2643,0.2012,0.1913,0.2066,1,1
GRID_1275,21.508431,80.370565,Granite,Granite,Granite,Other,Mixed Terrain,4.231,1.019,1.404,362.62,8.39,284.24,0.4161,-0.0938,0.2827,0.1892,0,1
GRID_1276,21.189191,80.349944,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.525,0.568,1.073,576.65,5.82,14.56,0.3834,0.2258,0.2709,0.2598,1,1
GRID_1277,21.305738,80.380657,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.351,5.235,2.217,484.61,8.76,295.62,0.6188,0.1681,0.2021,0.2039,1,1
GRID_1278,21.938663,79.879133,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.281,0.943,1.302,291.79,6.83,49.91,0.5621,0.4441,0.2779,0.2083,1,1
GRID_1279,21.221121,79.66708,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.935,1.92,1.746,378.56,5.22,129.03,0.3202,0.265,0.2307,0.1192,0,1
GRID_1280,21.524055,80.308181,Granite,Granite,Granite,Other,Mixed Terrain,3.995,3.581,3.409,250.0,5.4,170.2,0.3889,0.2514,0.2503,0.189,0,1
GRID_1281,21.625432,79.831812,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.703,3.618,1.303,497.64,0.2,322.35,0.5175,0.0858,0.2636,0.1671,1,1
GRID_1282,21.697095,79.456819,Granite,Granite,Granite,Other,Mixed Terrain,0.89,2.384,3.377,477.9,7.11,8.08,0.5351,0.101,0.1416,0.0561,0,1
GRID_1283,21.575701,80.396964,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.729,3.374,1.834,390.88,7.69,201.31,0.6202,0.1211,0.2402,0.1012,1,1
GRID_1284,21.108305,80.435584,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.33,2.357,1.836,532.03,2.37,231.31,0.4198,0.175,0.1376,0.2234,0,1
GRID_1285,21.377492,79.852834,Granite,Granite,Granite,Other,Mixed Terrain,1.573,3.947,0.506,422.9,6.65,113.97,0.4555,0.0982,0.1666,0.2192,0,1
